time	bas_active	bas_inactive	bas_ref	bis_active	bis_inactive	bis_ref	ec_active	ec_inactive	ec_ref	ex_active	ex_inactive	ex_ref	ext_active	ext_inactive	ext_ref	hipp_active	hipp_inactive	hipp_ref	in_active	in_inactive	in_ref	ps_active	ps_inactive	ps_ref	septum_active	septum_inactive	septum_ref	
427	0.08	0.01	0.91	0.04	0.61	0.35	0.44	0.56	0	0	1	0	0.49	0.51	0	0	1	0	0.1	0.18	0.72	0.93	0.07	0	0.04	0.82	0.14	
428	0.07	0.01	0.92	0.03	0.61	0.36	0.23	0.77	0	0	1	0	0.18	0.82	0	0	1	0	0.03	0.2	0.77	0.5	0.5	0	0	0.82	0.18	
429	0.06	0.01	0.93	0.03	0.62	0.35	0.91	0.09	0	0	1	0	0.44	0.56	0	0	1	0	0.09	0.22	0.69	0.97	0.03	0	0.01	0.81	0.18	
430	0.13	0.01	0.86	0.04	0.65	0.31	0.01	0.99	0	0	1	0	0.83	0.17	0	0	1	0	0.08	0.22	0.7	0.81	0.19	0	0.04	0.77	0.19	
431	0.08	0.02	0.9	0.03	0.64	0.33	0.59	0.41	0	0	1	0	0.94	0.06	0	0	1	0	0.04	0.23	0.73	0.72	0.28	0	0.02	0.75	0.23	
432	0.14	0.02	0.84	0.08	0.64	0.28	0.6	0.4	0	0	1	0	0.5	0.5	0	0	1	0	0.08	0.24	0.68	0.61	0.39	0	0.02	0.73	0.25	
433	0.1	0.02	0.88	0.01	0.64	0.35	0.04	0.96	0	0	1	0	0.66	0.34	0	0	1	0	0.03	0.27	0.7	0.65	0.35	0	0.03	0.7	0.27	
434	0.05	0.02	0.93	0	0.65	0.35	0.66	0.34	0	0	1	0	0.28	0.72	0	0	1	0	0.02	0.29	0.69	0.22	0.78	0	0.01	0.69	0.3	
435	0.04	0.03	0.93	0.01	0.66	0.33	0.52	0.48	0	0	1	0	0.84	0.16	0	0	1	0	0.04	0.32	0.64	0.3	0.7	0	0.02	0.67	0.31	
436	0.12	0.06	0.82	0.02	0.69	0.29	0.38	0.62	0	0	1	0	0.99	0.01	0	0	1	0	0.09	0.36	0.55	0.54	0.46	0	0.03	0.66	0.31	
437	0.05	0.08	0.87	0	0.71	0.29	0.36	0.64	0	0	1	0	0.53	0.47	0	0	1	0	0	0.4	0.6	0.78	0.22	0	0.07	0.6	0.33	
438	0.05	0.11	0.84	0.02	0.73	0.25	0.87	0.13	0	0	1	0	0.26	0.74	0	0	1	0	0.07	0.43	0.5	0.86	0.14	0	0.07	0.53	0.4	
439	0.05	0.13	0.82	0.01	0.75	0.24	0.92	0.08	0	0	1	0	0.7	0.3	0	0	1	0	0.01	0.45	0.54	0.63	0.37	0	0.09	0.45	0.46	
440	0.06	0.13	0.81	0	0.78	0.22	0.47	0.53	0	0	1	0	0.31	0.69	0	0	1	0	0.04	0.5	0.46	0.2	0.8	0	0.02	0.43	0.55	
441	0.1	0.16	0.74	0	0.82	0.18	0.57	0.43	0	0	1	0	0.17	0.83	0	0	1	0	0.03	0.55	0.42	0.48	0.52	0	0.05	0.38	0.57	
442	0.06	0.18	0.76	0.02	0.83	0.15	0.84	0.16	0	0.01	0.99	0	0.07	0.93	0	0	1	0	0.03	0.56	0.41	0.87	0.13	0	0.05	0.33	0.62	
443	0.08	0.24	0.68	0.01	0.9	0.09	0.51	0.49	0	0	0.99	0.01	0.63	0.37	0	0	1	0	0.04	0.6	0.36	0.09	0.91	0	0.02	0.31	0.67	
444	0.06	0.28	0.66	0	0.91	0.09	0.32	0.68	0	0	0.99	0.01	0.86	0.14	0	0	1	0	0.01	0.62	0.37	0.11	0.89	0	0.04	0.28	0.68	
445	0.04	0.29	0.67	0	0.91	0.09	0.03	0.97	0	0	0.99	0.01	0.09	0.91	0	0	1	0	0.02	0.62	0.36	0.39	0.61	0	0.09	0.19	0.72	
446	0.02	0.31	0.67	0	0.92	0.08	0.02	0.98	0	0.01	0.98	0.01	0.02	0.98	0	0	1	0	0.01	0.65	0.34	0.24	0.76	0	0	0.19	0.81	
447	0.02	0.41	0.57	0.01	0.93	0.06	0.29	0.71	0	0	0.98	0.02	0.98	0.02	0	0	1	0	0.03	0.71	0.26	0.29	0.71	0	0.02	0.17	0.81	
448	0.1	0.36	0.54	0	0.93	0.07	0.82	0.18	0	0	0.98	0.02	0.68	0.32	0	0	1	0	0	0.71	0.29	0.29	0.71	0	0.02	0.15	0.83	
449	0.03	0.38	0.59	0	0.95	0.05	0.88	0.12	0	0	0.98	0.02	0.96	0.04	0	0	1	0	0.02	0.76	0.22	0.84	0.16	0	0.04	0.11	0.85	
450	0.01	0.42	0.57	0.01	0.95	0.04	0.29	0.71	0	0.01	0.97	0.02	0.32	0.68	0	0	1	0	0	0.77	0.23	0.11	0.89	0	0.02	0.09	0.89	
451	0.06	0.42	0.52	0	0.95	0.05	0.49	0.51	0	0	0.97	0.03	0.9	0.1	0	0	1	0	0	0.81	0.19	0.6	0.4	0	0.07	0.05	0.88	
452	0.05	0.47	0.48	0	0.95	0.05	0.3	0.7	0	0.01	0.96	0.03	0.7	0.3	0	0	1	0	0.02	0.82	0.16	0.43	0.57	0	0.01	0.04	0.95	
453	0.06	0.47	0.47	0	0.97	0.03	0.62	0.38	0	0.02	0.94	0.04	0.98	0.02	0	0	1	0	0.01	0.84	0.15	0.24	0.76	0	0.03	0.03	0.94	
454	0.03	0.52	0.45	0.01	0.97	0.02	0.53	0.47	0	0.02	0.92	0.06	0.29	0.71	0	0	1	0	0.01	0.87	0.12	0.2	0.8	0	0.01	0.02	0.97	
455	0.04	0.54	0.42	0	0.97	0.03	0.86	0.14	0	0.03	0.89	0.08	0.91	0.09	0	0	1	0	0.01	0.87	0.12	0.91	0.09	0	0.02	0.01	0.97	
456	0.01	0.57	0.42	0	0.97	0.03	0.14	0.86	0	0.02	0.87	0.11	0.75	0.25	0	0	1	0	0	0.89	0.11	0.61	0.39	0	0.03	0.01	0.96	
457	0.02	0.57	0.41	0	0.97	0.03	0.12	0.88	0	0.06	0.81	0.13	0.37	0.63	0	0	1	0	0	0.9	0.1	0.42	0.58	0	0	0.01	0.99	
458	0	0.59	0.41	0	0.98	0.02	0.9	0.1	0	0.04	0.77	0.19	0.03	0.97	0	0	1	0	0.01	0.92	0.07	0.93	0.07	0	0.04	0.01	0.95	
459	0.02	0.67	0.31	0	0.98	0.02	0.51	0.49	0	0.07	0.71	0.22	0.77	0.23	0	0	1	0	0	0.92	0.08	0.04	0.96	0	0	0.01	0.99	
460	0.03	0.67	0.3	0.01	0.97	0.02	0.35	0.65	0	0.06	0.65	0.29	0.32	0.68	0	0	1	0	0	0.94	0.06	0.26	0.74	0	0.01	0.01	0.98	
461	0	0.68	0.32	0	0.98	0.02	0.32	0.68	0	0.09	0.56	0.35	0.55	0.45	0	0	1	0	0	0.94	0.06	0.57	0.43	0	0.04	0.01	0.95	
462	0.06	0.68	0.26	0	0.98	0.02	0.78	0.22	0	0.02	0.54	0.44	0.68	0.32	0	0	1	0	0	0.94	0.06	0.26	0.74	0	0.02	0.01	0.97	
463	0.03	0.7	0.27	0	0.98	0.02	0.56	0.44	0	0.03	0.52	0.45	0.61	0.39	0	0.01	0.99	0	0.01	0.95	0.04	0.17	0.83	0	0.01	0.02	0.97	
464	0.05	0.71	0.24	0	0.98	0.02	0.27	0.73	0	0	0.52	0.48	0.62	0.38	0	0.01	0.98	0.01	0	0.96	0.04	0.05	0.95	0	0.02	0.03	0.95	
465	0.01	0.73	0.26	0	0.99	0.01	0.97	0.03	0	0.04	0.48	0.48	0.68	0.32	0	0	0.98	0.02	0.01	0.96	0.03	0.62	0.38	0	0.03	0.01	0.96	
466	0.02	0.75	0.23	0	0.99	0.01	0.13	0.87	0	0.04	0.44	0.52	0.33	0.67	0	0	0.98	0.02	0.01	0.96	0.03	0.99	0.01	0	0.02	0.01	0.97	
467	0	0.76	0.24	0.01	0.98	0.01	0.45	0.55	0	0.07	0.38	0.55	0.77	0.23	0	0.03	0.95	0.02	0	0.96	0.04	0.09	0.91	0	0.01	0.03	0.96	
468	0.02	0.76	0.22	0	0.98	0.02	0.04	0.96	0	0	0.38	0.62	0.54	0.46	0	0	0.95	0.05	0	0.96	0.04	0.38	0.62	0	0.08	0.02	0.9	
469	0	0.76	0.24	0	0.98	0.02	0.98	0.02	0	0.02	0.37	0.61	0.4	0.6	0	0.02	0.93	0.05	0.01	0.96	0.03	0.52	0.48	0	0.08	0.01	0.91	
470	0	0.78	0.22	0.01	0.97	0.02	0.69	0.31	0	0.03	0.36	0.61	0.5	0.5	0	0.09	0.84	0.07	0	0.96	0.04	0.9	0.1	0	0.08	0.02	0.9	
471	0	0.81	0.19	0.01	0.97	0.02	0.8	0.2	0	0.04	0.34	0.62	0.9	0.1	0	0.02	0.82	0.16	0	0.96	0.04	0.4	0.6	0	0.03	0.01	0.96	
472	0	0.81	0.19	0.01	0.96	0.03	0.81	0.19	0	0.09	0.28	0.63	0.35	0.65	0	0.11	0.71	0.18	0	0.96	0.04	0.58	0.42	0	0.04	0.02	0.94	
473	0.06	0.81	0.13	0	0.96	0.04	0.44	0.56	0	0.05	0.25	0.7	0.96	0.04	0	0.04	0.67	0.29	0	0.96	0.04	0.35	0.65	0	0.05	0.02	0.93	
474	0.03	0.81	0.16	0	0.96	0.04	0.86	0.14	0	0.06	0.25	0.69	0.16	0.84	0	0.05	0.63	0.32	0.01	0.96	0.03	0.75	0.25	0	0.01	0.03	0.96	
475	0.06	0.8	0.14	0	0.96	0.04	0.06	0.94	0	0.05	0.24	0.71	0.02	0.98	0	0.04	0.6	0.36	0	0.96	0.04	0.24	0.76	0	0.03	0.04	0.93	
476	0.02	0.79	0.19	0	0.96	0.04	0.32	0.68	0	0.12	0.19	0.69	1	0	0	0.08	0.52	0.4	0.01	0.96	0.03	0.31	0.69	0	0.03	0.1	0.87	
477	0.01	0.8	0.19	0	0.96	0.04	0.55	0.45	0	0.06	0.19	0.75	0.58	0.42	0	0.05	0.47	0.48	0.01	0.96	0.03	0.91	0.09	0	0.01	0.09	0.9	
478	0	0.8	0.2	0.01	0.96	0.03	0.36	0.64	0	0.09	0.19	0.72	0.35	0.65	0	0.06	0.44	0.5	0	0.96	0.04	0.22	0.78	0	0	0.11	0.89	
479	0.02	0.8	0.18	0	0.96	0.04	0.07	0.93	0	0.04	0.17	0.79	0.38	0.62	0	0.08	0.36	0.56	0	0.96	0.04	0.97	0.03	0	0.02	0.11	0.87	
480	0.01	0.79	0.2	0	0.96	0.04	0.79	0.21	0	0.04	0.16	0.8	0.54	0.46	0	0.07	0.31	0.62	0.01	0.96	0.03	0.21	0.79	0	0.02	0.13	0.85	
481	0	0.79	0.21	0.01	0.96	0.03	0.33	0.67	0	0	0.16	0.84	0.43	0.57	0	0.03	0.37	0.6	0	0.96	0.04	0.48	0.52	0	0.01	0.14	0.85	
482	0	0.79	0.21	0.01	0.96	0.03	0.88	0.12	0	0.07	0.13	0.8	0.07	0.93	0	0.07	0.32	0.61	0	0.96	0.04	0.57	0.43	0	0.03	0.18	0.79	
483	0	0.79	0.21	0.01	0.96	0.03	0.06	0.94	0	0.04	0.13	0.83	0.85	0.15	0	0.04	0.39	0.57	0	0.96	0.04	0.7	0.3	0	0	0.19	0.81	
484	0.07	0.78	0.15	0	0.96	0.04	0.41	0.59	0	0.08	0.12	0.8	0.65	0.35	0	0.09	0.34	0.57	0	0.96	0.04	0.5	0.5	0	0.02	0.2	0.78	
485	0.03	0.78	0.19	0	0.96	0.04	0.61	0.39	0	0.01	0.11	0.88	0.05	0.95	0	0.02	0.37	0.61	0.01	0.96	0.03	0.52	0.48	0	0	0.21	0.79	
486	0.07	0.77	0.16	0	0.96	0.04	1	0	0	0.02	0.11	0.87	0.55	0.45	0	0.1	0.31	0.59	0	0.96	0.04	0.48	0.52	0	0	0.23	0.77	
487	0.03	0.76	0.21	0	0.96	0.04	1	0	0	0.03	0.11	0.86	0.35	0.65	0	0.02	0.37	0.61	0.01	0.96	0.03	0.01	0.99	0	0.01	0.25	0.74	
488	0.01	0.76	0.23	0	0.96	0.04	0.71	0.29	0	0.04	0.11	0.85	0.43	0.57	0	0.08	0.34	0.58	0.01	0.96	0.03	0.18	0.82	0	0	0.25	0.75	
489	0.01	0.75	0.24	0.01	0.96	0.03	0.75	0.25	0	0.09	0.11	0.8	0.52	0.48	0	0.07	0.33	0.6	0	0.96	0.04	0.68	0.32	0	0	0.29	0.71	
490	0.02	0.75	0.23	0	0.96	0.04	0.61	0.39	0	0.04	0.12	0.84	0.32	0.68	0	0.16	0.25	0.59	0	0.96	0.04	0.28	0.72	0	0	0.29	0.71	
491	0.01	0.75	0.24	0	0.96	0.04	0.94	0.06	0	0.06	0.12	0.82	0.2	0.8	0	0.08	0.24	0.68	0.01	0.96	0.03	0.68	0.32	0	0	0.3	0.7	
492	0.01	0.74	0.25	0	0.97	0.03	0.81	0.19	0	0.05	0.12	0.83	0.71	0.29	0	0.01	0.26	0.73	0	0.96	0.04	0.84	0.16	0	0.02	0.32	0.66	
493	0	0.74	0.26	0.02	0.96	0.02	0.28	0.72	0	0.1	0.14	0.76	0.14	0.86	0	0.07	0.26	0.67	0	0.96	0.04	0.76	0.24	0	0	0.34	0.66	
494	0	0.74	0.26	0	0.97	0.03	0.4	0.6	0	0.05	0.15	0.8	0.28	0.72	0	0.06	0.24	0.7	0	0.96	0.04	0.94	0.06	0	0	0.35	0.65	
495	0.06	0.75	0.19	0	0.97	0.03	0.99	0.01	0	0.09	0.15	0.76	0.33	0.67	0	0.05	0.28	0.67	0	0.96	0.04	0.44	0.56	0	0	0.37	0.63	
496	0.06	0.72	0.22	0.01	0.96	0.03	0.78	0.22	0	0.05	0.14	0.81	0.93	0.07	0	0.07	0.23	0.7	0.01	0.96	0.03	0.28	0.72	0	0	0.4	0.6	
497	0.07	0.72	0.21	0	0.96	0.04	0.42	0.58	0	0.04	0.14	0.82	0.22	0.78	0	0.06	0.27	0.67	0	0.96	0.04	0.2	0.8	0	0	0.42	0.58	
498	0.02	0.73	0.25	0	0.96	0.04	0.68	0.32	0	0	0.14	0.86	0.57	0.43	0	0.07	0.22	0.71	0.01	0.96	0.03	0.52	0.48	0	0.01	0.42	0.57	
499	0.02	0.72	0.26	0	0.96	0.04	0.47	0.53	0	0.06	0.15	0.79	0.11	0.89	0	0.05	0.25	0.7	0.01	0.96	0.03	0.58	0.42	0	0.01	0.49	0.5	
500	0.01	0.72	0.27	0.01	0.96	0.03	0.93	0.07	0	0.04	0.15	0.81	0.78	0.22	0	0.08	0.24	0.68	0	0.96	0.04	0.51	0.49	0	0.01	0.56	0.43	
501	0.01	0.73	0.26	0	0.96	0.04	0.51	0.49	0	0.07	0.16	0.77	0.12	0.88	0	0.13	0.27	0.6	0	0.96	0.04	0.95	0.05	0	0.01	0.63	0.36	
502	0.02	0.72	0.26	0	0.96	0.04	0.89	0.11	0	0	0.17	0.83	0.26	0.74	0	0.02	0.33	0.65	0	0.97	0.03	0.13	0.87	0	0	0.66	0.34	
503	0.08	0.65	0.27	0	0.96	0.04	0.45	0.55	0	0.02	0.17	0.81	0.84	0.16	0	0.03	0.31	0.66	0.03	0.94	0.03	0.3	0.7	0	0	0.7	0.3	
504	0	0.65	0.35	0.01	0.97	0.02	0.53	0.47	0	0.02	0.18	0.8	0.09	0.91	0	0.07	0.31	0.62	0	0.94	0.06	0.14	0.86	0	0	0.75	0.25	
505	0	0.65	0.35	0.01	0.96	0.03	0.7	0.3	0	0.03	0.19	0.78	0.32	0.68	0	0.08	0.29	0.63	0	0.94	0.06	0.72	0.28	0	0	0.76	0.24	
506	0.06	0.65	0.29	0	0.96	0.04	0.88	0.12	0	0.09	0.19	0.72	0.54	0.46	0	0.07	0.27	0.66	0	0.94	0.06	0.89	0.11	0	0	0.79	0.21	
507	0.07	0.64	0.29	0.05	0.92	0.03	0.73	0.27	0	0.02	0.21	0.77	0.47	0.53	0	0.06	0.28	0.66	0.02	0.93	0.05	0.3	0.7	0	0	0.82	0.18	
508	0.11	0.6	0.29	0	0.92	0.08	0.3	0.7	0	0.06	0.21	0.73	0.96	0.04	0	0.05	0.29	0.66	0.01	0.92	0.07	0.1	0.9	0	0	0.83	0.17	
509	0.03	0.59	0.38	0	0.92	0.08	0.53	0.47	0	0.04	0.22	0.74	0.32	0.68	0	0.06	0.3	0.64	0.03	0.9	0.07	0.87	0.13	0	0	0.83	0.17	
510	0.01	0.6	0.39	0	0.92	0.08	0.14	0.86	0	0.09	0.23	0.68	0.15	0.85	0	0.05	0.3	0.65	0.01	0.9	0.09	0.19	0.81	0	0	0.85	0.15	
511	0.03	0.58	0.39	0.01	0.92	0.07	0.01	0.99	0	0.05	0.23	0.72	0.34	0.66	0	0.06	0.32	0.62	0	0.9	0.1	0.35	0.65	0	0	0.87	0.13	
512	0.03	0.56	0.41	0	0.92	0.08	0.48	0.52	0	0.08	0.24	0.68	0.67	0.33	0	0.04	0.41	0.55	0	0.9	0.1	0.43	0.57	0	0	0.88	0.12	
513	0.03	0.55	0.42	0	0.92	0.08	0.5	0.5	0	0.02	0.27	0.71	0.59	0.41	0	0.08	0.35	0.57	0.01	0.89	0.1	0.64	0.36	0	0	0.91	0.09	
514	0.07	0.56	0.37	0	0.92	0.08	0.36	0.64	0	0.01	0.3	0.69	1	0	0	0.07	0.31	0.62	0.03	0.89	0.08	0.46	0.54	0	0	0.91	0.09	
515	0.01	0.55	0.44	0.01	0.92	0.07	0.52	0.48	0	0.01	0.29	0.7	0.39	0.61	0	0.05	0.33	0.62	0	0.89	0.11	0.28	0.72	0	0	0.93	0.07	
516	0.03	0.52	0.45	0.02	0.91	0.07	0.01	0.99	0	0.04	0.31	0.65	0.74	0.26	0	0.02	0.39	0.59	0	0.89	0.11	0.79	0.21	0	0	0.93	0.07	
517	0.07	0.51	0.42	0	0.91	0.09	0.93	0.07	0	0.03	0.32	0.65	0.34	0.66	0	0.07	0.39	0.54	0	0.89	0.11	0.48	0.52	0	0	0.93	0.07	
518	0.07	0.51	0.42	0.04	0.92	0.04	0.4	0.6	0	0.03	0.36	0.61	0.07	0.93	0	0.07	0.38	0.55	0.02	0.89	0.09	0.98	0.02	0	0	0.94	0.06	
519	0.12	0.5	0.38	0.03	0.89	0.08	0.54	0.46	0	0	0.36	0.64	0.58	0.42	0	0.13	0.3	0.57	0.03	0.87	0.1	0.38	0.62	0	0	0.94	0.06	
520	0.08	0.45	0.47	0.01	0.88	0.11	0.29	0.71	0	0.01	0.37	0.62	0.4	0.6	0	0.04	0.32	0.64	0.03	0.87	0.1	0.41	0.59	0	0	0.94	0.06	
521	0.02	0.44	0.54	0	0.88	0.12	0.59	0.41	0	0.02	0.37	0.61	0.44	0.56	0	0.07	0.3	0.63	0.01	0.87	0.12	0.09	0.91	0	0	0.94	0.06	
522	0.03	0.44	0.53	0.01	0.88	0.11	0.31	0.69	0	0.01	0.39	0.6	0.62	0.38	0	0.04	0.32	0.64	0	0.87	0.13	0.18	0.82	0	0	0.94	0.06	
523	0.06	0.41	0.53	0	0.88	0.12	0.88	0.12	0	0.03	0.45	0.52	0.09	0.91	0	0.07	0.29	0.64	0.01	0.86	0.13	0.7	0.3	0	0	0.96	0.04	
524	0.08	0.36	0.56	0.02	0.86	0.12	0.34	0.66	0	0.01	0.46	0.53	0.21	0.79	0	0.06	0.31	0.63	0.02	0.85	0.13	0.92	0.08	0	0	0.96	0.04	
525	0.14	0.29	0.57	0.07	0.79	0.14	0.02	0.98	0	0.03	0.49	0.48	0.91	0.09	0	0.11	0.27	0.62	0.08	0.8	0.12	0.33	0.67	0	0	0.96	0.04	
526	0.12	0.18	0.7	0.08	0.72	0.2	0.95	0.05	0	0.02	0.51	0.47	0.3	0.7	0	0.07	0.25	0.68	0.05	0.75	0.2	0.55	0.45	0	0	0.96	0.04	
527	0.07	0.14	0.79	0.05	0.69	0.26	0.95	0.05	0	0.03	0.57	0.4	0.65	0.35	0	0.03	0.24	0.73	0.03	0.72	0.25	0.51	0.49	0	0	0.96	0.04	
528	0.09	0.12	0.79	0	0.69	0.31	0.7	0.3	0	0.01	0.61	0.38	0.7	0.3	0	0.03	0.28	0.69	0.03	0.69	0.28	0.06	0.94	0	0	0.96	0.04	
529	0.09	0.1	0.81	0.05	0.68	0.27	0.35	0.65	0	0.03	0.66	0.31	0.16	0.84	0	0.08	0.27	0.65	0.04	0.67	0.29	0.53	0.47	0	0.01	0.96	0.03	
530	0.11	0.11	0.78	0.04	0.67	0.29	0.39	0.61	0	0.01	0.67	0.32	0.87	0.13	0	0.04	0.36	0.6	0.04	0.66	0.3	0.8	0.2	0	0.01	0.96	0.03	
531	0.08	0.11	0.81	0.02	0.66	0.32	0.92	0.08	0	0.01	0.67	0.32	0.29	0.71	0	0	0.4	0.6	0.04	0.65	0.31	0.13	0.87	0	0.01	0.96	0.03	
532	0.05	0.08	0.87	0.05	0.61	0.34	0.46	0.54	0	0	0.68	0.32	0.97	0.03	0	0.01	0.46	0.53	0.07	0.59	0.34	1	0	0	0.01	0.96	0.03	
533	0.03	0.08	0.89	0.04	0.58	0.38	0.14	0.86	0	0	0.72	0.28	0.19	0.81	0	0.02	0.48	0.5	0.07	0.52	0.41	0.89	0.11	0	0	0.96	0.04	
534	0.07	0.07	0.86	0	0.58	0.42	0.14	0.86	0	0	0.75	0.25	0.35	0.65	0	0.03	0.52	0.45	0.01	0.52	0.47	0.24	0.76	0	0	0.96	0.04	
535	0.08	0.07	0.85	0.03	0.57	0.4	0.66	0.34	0	0	0.78	0.22	0.38	0.62	0	0.03	0.55	0.42	0.07	0.47	0.46	0.14	0.86	0	0	0.96	0.04	
536	0.17	0.04	0.79	0.11	0.53	0.36	0.8	0.2	0	0	0.78	0.22	0.79	0.21	0	0.04	0.62	0.34	0.13	0.42	0.45	0.73	0.27	0	0	0.96	0.04	
537	0.12	0.04	0.84	0.04	0.57	0.39	0.79	0.21	0	0	0.79	0.21	0.47	0.53	0	0.02	0.67	0.31	0.05	0.42	0.53	0.44	0.56	0	0	0.96	0.04	
538	0.06	0.05	0.89	0.07	0.55	0.38	0.11	0.89	0	0	0.81	0.19	0.73	0.27	0	0.03	0.67	0.3	0.08	0.37	0.55	0.7	0.3	0	0	0.96	0.04	
539	0.09	0.05	0.86	0	0.55	0.45	0.94	0.06	0	0	0.82	0.18	0.01	0.99	0	0	0.7	0.3	0.03	0.37	0.6	0.31	0.69	0	0	0.96	0.04	
540	0.11	0.03	0.86	0.05	0.55	0.4	0.23	0.77	0	0	0.85	0.15	0.41	0.59	0	0.04	0.74	0.22	0.07	0.34	0.59	0.39	0.61	0	0	0.96	0.04	
541	0.11	0.03	0.86	0.03	0.56	0.41	0.75	0.25	0	0	0.86	0.14	0.2	0.8	0	0.04	0.74	0.22	0.03	0.35	0.62	0.71	0.29	0	0	0.96	0.04	
542	0.08	0.03	0.89	0.03	0.55	0.42	0.18	0.82	0	0	0.89	0.11	0.47	0.53	0	0	0.74	0.26	0.1	0.29	0.61	0.15	0.85	0	0	0.96	0.04	
543	0.04	0.04	0.92	0.03	0.57	0.4	0.36	0.64	0	0	0.91	0.09	0.67	0.33	0	0	0.75	0.25	0.06	0.3	0.64	0.49	0.51	0	0	0.96	0.04	
544	0.04	0.03	0.93	0.03	0.58	0.39	0.18	0.82	0	0	0.94	0.06	0.02	0.98	0	0.01	0.76	0.23	0.06	0.31	0.63	0.77	0.23	0	0	0.96	0.04	
545	0.08	0.02	0.9	0.05	0.53	0.42	0.05	0.95	0	0	0.95	0.05	0.99	0.01	0	0	0.79	0.21	0.1	0.22	0.68	0.12	0.88	0	0	0.96	0.04	
546	0.08	0.02	0.9	0	0.56	0.44	0.82	0.18	0	0	0.98	0.02	0.01	0.99	0	0.02	0.8	0.18	0.06	0.23	0.71	0.15	0.85	0	0	0.96	0.04	
547	0.17	0.02	0.81	0.11	0.56	0.33	0.11	0.89	0	0	0.99	0.01	0.56	0.44	0	0.01	0.83	0.16	0.14	0.22	0.64	0.3	0.7	0	0	0.96	0.04	
548	0.12	0.02	0.86	0.02	0.58	0.4	0.66	0.34	0	0	1	0	0.74	0.26	0	0	0.85	0.15	0.05	0.22	0.73	0.13	0.87	0	0	0.96	0.04	
549	0.05	0.03	0.92	0.01	0.64	0.35	0.34	0.66	0	0	1	0	0.01	0.99	0	0	0.88	0.12	0.04	0.26	0.7	0.45	0.55	0	0	0.96	0.04	
550	0.09	0.03	0.88	0.07	0.57	0.36	0.04	0.96	0	0	1	0	0.36	0.64	0	0	0.88	0.12	0.07	0.22	0.71	0.77	0.23	0	0	0.96	0.04	
551	0.1	0.04	0.86	0.04	0.58	0.38	0.59	0.41	0	0	1	0	0.46	0.54	0	0	0.92	0.08	0.09	0.2	0.71	0.97	0.03	0	0	0.96	0.04	
552	0.11	0.04	0.85	0.03	0.58	0.39	0.36	0.64	0	0	1	0	0.82	0.18	0	0	0.96	0.04	0.04	0.19	0.77	0.24	0.76	0	0	0.96	0.04	
553	0.1	0.02	0.88	0.03	0.58	0.39	0.56	0.44	0	0	1	0	0.9	0.1	0	0	0.96	0.04	0.13	0.16	0.71	0.23	0.77	0	0	0.96	0.04	
554	0.04	0.02	0.94	0.03	0.58	0.39	0.49	0.51	0	0	1	0	0.25	0.75	0	0	0.96	0.04	0.07	0.15	0.78	0.16	0.84	0	0	0.96	0.04	
555	0.05	0.01	0.94	0.03	0.58	0.39	0.56	0.44	0	0	1	0	0.27	0.73	0	0	0.97	0.03	0.06	0.15	0.79	0.53	0.47	0	0	0.96	0.04	
556	0.08	0.01	0.91	0.05	0.58	0.37	0.28	0.72	0	0	1	0	0.71	0.29	0	0	0.97	0.03	0.1	0.15	0.75	1	0	0	0	0.96	0.04	
557	0.08	0.01	0.91	0	0.58	0.42	0.67	0.33	0	0	1	0	0.77	0.23	0	0	0.99	0.01	0.06	0.15	0.79	0.16	0.84	0	0	0.96	0.04	
558	0.17	0.01	0.82	0.09	0.6	0.31	0.68	0.32	0	0	1	0	0.29	0.71	0	0	1	0	0.14	0.15	0.71	0.12	0.88	0	0	0.96	0.04	
559	0.12	0.01	0.87	0.02	0.6	0.38	0.79	0.21	0	0	1	0	0.24	0.76	0	0	1	0	0.05	0.15	0.8	0.07	0.93	0	0	0.96	0.04	
560	0.05	0.01	0.94	0.02	0.59	0.39	0.85	0.15	0	0	1	0	0.49	0.51	0	0	1	0	0.04	0.15	0.81	0.32	0.68	0	0.01	0.96	0.03	
561	0.09	0.01	0.9	0.07	0.59	0.34	0.65	0.35	0	0	1	0	0.68	0.32	0	0	1	0	0.07	0.15	0.78	0.02	0.98	0	0	0.97	0.03	
562	0.1	0.01	0.89	0.04	0.59	0.37	0.24	0.76	0	0	1	0	0.5	0.5	0	0	1	0	0.09	0.15	0.76	0.01	0.99	0	0	0.98	0.02	
563	0.11	0.01	0.88	0.03	0.59	0.38	0.18	0.82	0	0	1	0	0.62	0.38	0	0	1	0	0.04	0.15	0.81	0.13	0.87	0	0	0.99	0.01	
564	0.1	0.01	0.89	0.03	0.59	0.38	0.57	0.43	0	0	1	0	0.88	0.12	0	0	1	0	0.13	0.15	0.72	0.5	0.5	0	0	0.99	0.01	
565	0.04	0.01	0.95	0.02	0.6	0.38	0.43	0.57	0	0	1	0	0.89	0.11	0	0	1	0	0.07	0.15	0.78	0.34	0.66	0	0	0.99	0.01	
566	0.05	0.01	0.94	0.04	0.59	0.37	0.11	0.89	0	0	1	0	0.69	0.31	0	0	1	0	0.06	0.15	0.79	0.21	0.79	0	0	0.99	0.01	
567	0.07	0.02	0.91	0.04	0.6	0.36	0.36	0.64	0	0	1	0	0.5	0.5	0	0	1	0	0.1	0.15	0.75	0.8	0.2	0	0.02	0.97	0.01	
